"storm_id","date","tclat","tclon","vmax"
"BOPHA_2012",2012-12-08 00:00:00,16.9241144238181,117.135269204554,44.6572753707158
"BOPHA_2012",2012-12-08 01:00:00,17.0329781477118,117.242154935318,44.2714901051232
"BOPHA_2012",2012-12-08 02:00:00,17.1353375370156,117.348015245358,43.7845262544454
"BOPHA_2012",2012-12-08 03:00:00,17.2307844992718,117.452426720029,43.1927575957947
"BOPHA_2012",2012-12-08 04:00:00,17.3194940782105,117.555360952302,42.4993315470726
"BOPHA_2012",2012-12-08 05:00:00,17.4017871016088,117.656888287055,41.7090889363777
"BOPHA_2012",2012-12-08 06:00:00,17.4779843972437,117.757079069163,40.8268705918087
"BOPHA_2012",2012-12-08 07:00:00,17.5484067928922,117.856003643501,39.8575173414642
"BOPHA_2012",2012-12-08 08:00:00,17.6133751163313,117.953732354947,38.8058700134428
"BOPHA_2012",2012-12-08 09:00:00,17.673210195338,118.050335548376,37.6767694358432
"BOPHA_2012",2012-12-08 10:00:00,17.7282328576894,118.145883568664,36.475056436764
"BOPHA_2012",2012-12-08 11:00:00,17.7787639311625,118.240446760687,35.2055718443039
"BOPHA_2012",2012-12-08 12:00:00,17.8251242435343,118.334095469322,33.8731564865615
"BOPHA_2012",2012-12-08 13:00:00,17.8676346225819,118.426900039444,32.4826511916354
"BOPHA_2012",2012-12-08 14:00:00,17.9066158960822,118.518930815929,31.0388967876242
"BOPHA_2012",2012-12-08 15:00:00,17.9423888918122,118.610258143654,29.5467341026267
"BOPHA_2012",2012-12-08 16:00:00,17.9752744375491,118.700952367494,28.0110039647415
"BOPHA_2012",2012-12-08 17:00:00,18.0055933610698,118.791083832326,26.4365472020671
"BOPHA_2012",2012-12-08 18:00:00,18.0336664901513,118.880722883026,24.8282046427022
"BOPHA_2012",2012-12-08 19:00:00,18.0598146525707,118.969939864469,23.1908171147456
"BOPHA_2012",2012-12-08 20:00:00,18.084358676105,119.058805121532,21.5292254462957
"BOPHA_2012",2012-12-08 21:00:00,18.1076193885312,119.14738899909,19.8482704654513
"BOPHA_2012",2012-12-08 22:00:00,18.1299176176264,119.235761842021,18.1527930003109
"BOPHA_2012",2012-12-08 23:00:00,18.1515741911675,119.323993995199,16.4476338789733
"BOPHA_2012",2012-12-09 00:00:00,18.1729099369315,119.412155803502,14.737633929537
"BRENDAN_1991",1991-07-21 06:00:00,14.7083333333333,125.791666666667,22.2925733333333
"BRENDAN_1991",1991-07-21 07:00:00,14.8335317460317,125.624801587302,22.5018213888889
"BRENDAN_1991",1991-07-21 08:00:00,14.9587301587302,125.457936507936,22.7110694444444
"BRENDAN_1991",1991-07-21 09:00:00,15.0839285714286,125.291071428571,22.9203175
"BRENDAN_1991",1991-07-21 10:00:00,15.209126984127,125.124206349206,23.1295655555556
"BRENDAN_1991",1991-07-21 11:00:00,15.3343253968254,124.957341269841,23.3388136111111
"BRENDAN_1991",1991-07-21 12:00:00,15.4595238095238,124.790476190476,23.5480616666667
"BRENDAN_1991",1991-07-21 13:00:00,15.5847222222222,124.623611111111,23.7573097222222
"BRENDAN_1991",1991-07-21 14:00:00,15.7099206349206,124.456746031746,23.9665577777778
"BRENDAN_1991",1991-07-21 15:00:00,15.835119047619,124.289880952381,24.1758058333333
"BRENDAN_1991",1991-07-21 16:00:00,15.9603174603175,124.123015873016,24.3850538888889
"BRENDAN_1991",1991-07-21 17:00:00,16.0855158730159,123.956150793651,24.5943019444444
"BRENDAN_1991",1991-07-21 18:00:00,16.2107142857143,123.789285714286,24.80355
"BRENDAN_1991",1991-07-21 19:00:00,16.3359126984127,123.622420634921,25.0127980555556
"BRENDAN_1991",1991-07-21 20:00:00,16.4611111111111,123.455555555556,25.2220461111111
"BRENDAN_1991",1991-07-21 21:00:00,16.5863095238095,123.28869047619,25.4312941666667
"BRENDAN_1991",1991-07-21 22:00:00,16.7115079365079,123.121825396825,25.6405422222222
"BRENDAN_1991",1991-07-21 23:00:00,16.8367063492063,122.95496031746,25.8497902777778
